Author_id,Count,Non_Lxi,CountN,CountNC,Behavior
223728,2,"['N', 'N']",2,0,['thread comment']
219512,1,['N'],1,0,['thread comment']
219979,1,['NC'],0,1,['comment']
227105,1,['N'],1,0,['thread comment']
217419,2,"['N', 'N']",2,0,['thread comment']
223975,1,['N'],1,0,['thread comment']
219988,1,['NC'],0,1,['comment']
211421,3,"['N', 'NC', 'NC']",1,2,['both']
213365,1,['N'],1,0,['thread comment']
219225,1,['N'],1,0,['thread comment']
222116,4,"['NC', 'NC', 'NC', 'NC']",0,4,['comment']
226033,1,['N'],1,0,['thread comment']
211460,1,['N'],1,0,['thread comment']
222239,1,['N'],1,0,['thread comment']
222516,2,"['N', 'NC']",1,1,['both']
212328,2,"['N', 'NC']",1,1,['both']
219527,1,['N'],1,0,['thread comment']
223521,1,['N'],1,0,['thread comment']
220191,1,['N'],1,0,['thread comment']
212008,2,"['N', 'N']",2,0,['thread comment']
224291,1,['N'],1,0,['thread comment']
216345,1,['N'],1,0,['thread comment']
211572,1,['N'],1,0,['thread comment']
219174,1,['N'],1,0,['thread comment']
212478,1,['N'],1,0,['thread comment']
225741,1,['N'],1,0,['thread comment']
222052,1,['N'],1,0,['thread comment']
213271,1,['N'],1,0,['thread comment']
216784,1,['N'],1,0,['thread comment']
226483,1,['N'],1,0,['thread comment']
224252,1,['N'],1,0,['thread comment']
213944,6,"['NC', 'NC', 'N', 'NC', 'NC', 'NC']",1,5,['both']
212485,1,['N'],1,0,['thread comment']
217171,1,['N'],1,0,['thread comment']
226817,1,['N'],1,0,['thread comment']
227291,2,"['N', 'NC']",1,1,['both']
217138,1,['N'],1,0,['thread comment']
212947,1,['N'],1,0,['thread comment']
218060,1,['N'],1,0,['thread comment']
226774,1,['N'],1,0,['thread comment']
14949,2,"['N', 'NC']",1,1,['both']
221259,1,['N'],1,0,['thread comment']
223905,1,['N'],1,0,['thread comment']
219631,1,['NC'],0,1,['comment']
216161,5,"['NC', 'NC', 'N', 'NC', 'NC']",1,4,['both']
224227,3,"['N', 'N', 'N']",3,0,['thread comment']
223329,1,['N'],1,0,['thread comment']
